id,question,option_a,option_b,option_c,option_d,answer,explanation,why_wrong_a,why_wrong_b,why_wrong_c,why_wrong_d,subject,topic,subtopic,tags,question_image_url
pearson_living_world_assertion_120_b3047618,Assertion: Properties of tissues are arises due to interaction of cells. Reason: Properties of tissues are present in constituent cells.,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,C,,,,,,Biology,Living World,Assertion,Assertion-Reason; Pearson 2019,
pearson_living_world_assertion_121_c182f83a,Assertion: Scientific names of all organisms are based on agreed principles and criteria provided by ICBN. Reason: ICBN is International code for biological nomenclature.,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,D,,,,,,Biology,Living World,Assertion,Assertion-Reason; Pearson 2019,
pearson_living_world_assertion_122_54ca0dd4,Assertion: Binomial system provided by Linnaeus is used by biologist all over the world. Reason: This naming system using a two word format is convenient.,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,A,,,,,,Biology,Living World,Assertion,Assertion-Reason; Pearson 2019,
pearson_living_world_assertion_123_b5986a59,"Assertion: Earliest classifications were based on the uses of various organisms. Reason: In early days human beings needed to find sources for their basic needs of food, clothing and shelter.",Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,A,,,,,,Biology,Living World,Assertion,Assertion-Reason; Pearson 2019,
pearson_living_world_assertion_124_ed4bdb60,Assertion: Cockroach belongs to Insecta. Reason: Cockroach possesses three pair of jointed legs in their thoracic region.,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,A,,,,,,Biology,Living World,Assertion,Assertion-Reason; Pearson 2019,
pearson_living_world_pyq_1_226ca605,The Indian rhinoceros is a natural inhabitant of which one of the Indian states? [AIPMT MAINS 2010],Uttarakhand,Uttar Pradesh,Himachal Pradesh,Assam,D,,,,,,Biology,Living World,Pyq,2010; 2011; AIPMT; Pearson 2019; PYQ,
pearson_living_world_pyq_2_b4e1a1d2,Which one of the following aspects is an exclusive characteristic of living things? [AIPMT MAINS 2011],Isolated metabolic reactions occurs in vitro.,Increase in mass from inside only.,Perceptions of events happening in the environment and their memory.,Increase in mass by accumulation of material both on surface as well as internally.,B,,,,,,Biology,Living World,Pyq,Pearson 2019; PYQ,
pearson_living_world_pyq_3_7bdcb8bf,"Which one of the following is common to multicellular fungi, filamentous algae and protonema of mosses? [AIPMT PRE 2012]",Diplotic life cycle,Members of kingdom Planate,Mode of Nutrition,Multiplication by fragmentation,D,,,,,,Biology,Living World,Pyq,2012; AIPMT; Pearson 2019; PYQ,
pearson_living_world_pyq_4_e26cdc99,Which one of the following is not a correct statement?,Herbarium houses dried pressed and preserved plant specimens,Botanical gardens have collection of living plants for reference,A museum has collection of photographs of plants and animals,Key is a taxonomic aid for identification of specimens. [AIPMT MAINS 2013],C,,,,,,Biology,Living World,Pyq,2013; 2016; AIPMT; NEET; Pearson 2019; PYQ,
pearson_living_world_pyq_5_038487a5,"Nomenclature is governed by certain universal rules. Which one of the following is contrary to the rules of nomenclature? [NEET - I, 2016]",Biological names can be written in any language,"The first word in a biological name represents the genus name, and the second is a specific epithet",The names are written in Latin and are italicized,"When written by hand, the names are to be underlined",A,,,,,,Biology,Living World,Pyq,2016; NEET; Pearson 2019; PYQ,
pearson_living_world_pyq_6_13ed502c,"The label of a herbarium sheet does not carry information on [NEET - II, 2016]",Name of collector,Local names,Height of the plant,Date of collection,C,,,,,,Biology,Living World,Pyq,Pearson 2019; PYQ,
pearson_living_world_pyq_7_43172b15,"Match Column – I with Column – II for housefly classification and select the correct opt using the codes given below: [NEET - II, 20 Column – I A. Family B. Order C. Class D. Phylum","A-3, B-2, C-4, D-1","A-4, B-3, C-2, D-1","A-4, B-2, C-1, D-3","A-3, B-1, C-4, D-2",D,,,,,,Biology,Living World,Pyq,Pearson 2019; PYQ,
pearson_living_world_pyq_8_3328ec3d,"Study the four statements (A-D) given below and select the two correct ones [N] A. Definition of biological species was given by Ernst Mayr. B. Photoperiod does not affect reproduction in plants. C. Binomial nomenclature system was given by R. H. Whittaker D. In unicellular organisms, reproduction is synonymous with growth The two correct statements are",C and D,A and B,A and D,B and C,C,,,,,,Biology,Living World,Pyq,Pearson 2019; PYQ,
pearson_living_world_ncert_1_ab38af1f,"As we go from species to kingdom in a taxonomic hierarchy, the number of common characteristics",Will decrease,Will increase,Remain same,May increase or decrease,A,,,,,,Biology,Living World,Ncert,NCERT Exemplar; Pearson 2019,
pearson_living_world_ncert_2_255ec693,Which of the following ‘suffixes’ used for the units of classification in plants indicates a taxonomic category of ‘family’?,-Ales,-Onae,-Aceae,-Ae,C,,,,,,Biology,Living World,Ncert,NCERT Exemplar; Pearson 2019,
pearson_living_world_ncert_3_99768c2a,The term ‘systematics’ refers to,The identification and classification of plants and animals.,The nomenclature and identification of plants and animals.,The diverse kind of organisms and their relationship.,The different kinds of organisms and their classification.,C,,,,,,Biology,Living World,Ncert,NCERT Exemplar; Pearson 2019,
pearson_living_world_ncert_4_7e32b9f9,Genus represents,An individual plant or animal.,A collection of plants or animals.,Group of closely related species of plants or animals.,Different kinds of organisms and their classification.,C,,,,,,Biology,Living World,Ncert,NCERT Exemplar; Pearson 2019,
pearson_living_world_ncert_5_a589349f,The taxonomic unit ‘Phylum’ in the classification of animals is equivalent to which hierarchical level in the classification of plants?,Class,Order,Division,Family,C,,,,,,Biology,Living World,Ncert,NCERT Exemplar; Pearson 2019,
pearson_living_world_ncert_6_f845275e,Botanical garden and zoological parks have,Collection of endemic living species only.,Collection of exotic living species only.,Collection of endemic and exotic living species.,Collection of only local plants and animals.,C,,,,,,Biology,Living World,Ncert,NCERT Exemplar; Pearson 2019,
pearson_living_world_ncert_7_83946c57,Taxonomic key is one of the taxonomic tools in the identification and classification of plants and animals. It is used in the preparation of,Monographs,Flora,Both a and b,None of these,C,,,,,,Biology,Living World,Ncert,NCERT Exemplar; Pearson 2019,
pearson_living_world_ncert_8_9a5a7a85,All living organisms are linked to one another because,They have common genetic material of the same type.,They share common genetic material but to varying degrees.,All have common cellular organization.,All of these,D,,,,,,Biology,Living World,Ncert,NCERT Exemplar; Pearson 2019,
pearson_living_world_ncert_9_7a513983,Which of the following is a defining characteristic of living organisms?,Growth,Ability to make sound,Reproduction,Response to external stimuli,D,,,,,,Biology,Living World,Ncert,NCERT Exemplar; Pearson 2019,
pearson_living_world_ncert_10_05892b9f,Match the following by choosing the correct option: a. Family i. Tuberosum b. Kingdom ii. Polymoniales c. Order iii. Solanum d. Species iv. Plantae e. Genus v. Solanaceae,"i - d, ii - c, iii - e, iv - b, v - a","i - e, ii - d, iii - b, iv - a, v - c","i - d, ii - e, iii - b, iv - a, v - c","i - e, ii - c, iii - b, iv - a, v - d",A,,,,,,Biology,Living World,Ncert,NCERT Exemplar; Pearson 2019,
pearson_biological_classification_practice_1_1d105949,Who was the first to attempt a more scientific basis of classification?,Linnaeus,Aristotle,Whittaker,Bentham and Hooker,B,,,,,,Biology,Biological Classification,Practice,Pearson 2019; Practice,
pearson_biological_classification_practice_2_63e89d2b,"Aristotle classified plants in herbs, shrubs and trees on the basis of",Anatomical feature,Morphological characters,Physiological characters,Biochemical characters,B,,,,,,Biology,Biological Classification,Practice,Pearson 2019; Practice,
pearson_biological_classification_practice_3_60d5ae88,In how many groups did Aristotle divide the animals on the basis of presence/absence of RBC? (a) 1 (b) 2 (c) 3 (d) 4,1,2,3,4,B,,,,,,Biology,Biological Classification,Practice,Pearson 2019; Practice,
pearson_biological_classification_practice_4_c39be343,Two kingdom classification does not distinguish between,Eukaryote and prokaryote,Unicellular and multi-cellular organisms,Photosynthetic (green algae) and non-photosynthetic (fungi) organisms,All the above,D,,,,,,Biology,Biological Classification,Practice,Pearson 2019; Practice,
pearson_biological_classification_practice_5_2e7acd99,In which year Whittaker proposed the five kingdom classification?,1960,1959,1969,1979,C,,,,,,Biology,Biological Classification,Practice,Pearson 2019; Practice,
pearson_biological_classification_practice_6_420300de,Whittaker's kingdom are,Plantae and Animalia,Monera and Protista,Fungi,All of these,D,,,,,,Biology,Biological Classification,Practice,Pearson 2019; Practice,
pearson_biological_classification_practice_7_02087bdf,How many main criteria were used by Whittaker for classification?,1,3,4,5,D,,,,,,Biology,Biological Classification,Practice,Pearson 2019; Practice,
pearson_biological_classification_practice_8_97524a2d,What is the criteria used by Whittaker for classification? (5) Phylogenetic relationship (6) Biochemical difference (7) Physiological character,All except (5) and (6),All except (5) and (7),All except (6) and (7),All except (3) and (4),C,,,,,,Biology,Biological Classification,Practice,Pearson 2019; Practice,
pearson_biological_classification_practice_9_4cc0a45c,"In earlier classification (like two kingdoms), the following are included in plant",(1) only,(2) and (3) only,(3) only,All of these,D,,,,,,Biology,Biological Classification,Practice,Pearson 2019; Practice,
pearson_biological_classification_practice_10_d773a893,"What is common to bacteria, mosses and fungus?",It is a mode of nutrition,Presence of cell wall,Autotrophic,Body organization,B,,,,,,Biology,Biological Classification,Practice,Pearson 2019; Practice,
pearson_biological_classification_practice_11_814d1939,All prokaryotic groups are put under ___ kingdom,Monera,Plantae,Fungi,Protista,A,,,,,,Biology,Biological Classification,Practice,Pearson 2019; Practice,
pearson_biological_classification_practice_12_74651bf1,Kingdom protista contains,Blue green algae,Fungi,Unicellular eukaryotes,All of these,C,,,,,,Biology,Biological Classification,Practice,Pearson 2019; Practice,
